Hotel,Average_Rating
Baymont Inn and Suites Denver International Airport,4.174825174825175
Baymont Inn and Suites Houston I-45 North,3.0714285714285716
Baymont Inn and Suites Indianapolis,4.185185185185185
Baymont San Antonio Wurzbach / Medical Center,2.480769230769231
Beach Haven Inn,3.0952380952380953
Beach Motel,1.9166666666666667
Beachcomber Shores,3.125
Beacon Hill Hotel and Bistro,4.134146341463414
Beacon Hotel & Corporate Quarters,3.9155470249520152
Beck's Motor Lodge,3.380952380952381
Bedford Hotel,3.6628664495114007
Beekman Apartments,1.25
Beekman Tower Hotel,3.5748148148148147
Bel-Air Motel,1.0
Belair Hotel,2.3846153846153846
Belcaro Motel,4.0
Belltown Inn,3.927601809954751
Bellwood Hotel,2.6666666666666665
Belmont Hotel,3.8536585365853657
Belnord Hotel,3.220744680851064
Beresford Arms,3.9503239740820733
Best Hotel,2.0
Best Inn,1.7142857142857142
Best Inn Hollywood,3.2637362637362637
Best USA Inn,1.0
Best Value Inn & Suites Houston,4.0
Best Value Inn Austin South,3.076923076923077
Best Value Inn of San Antonio/Kirby,1.0
Best West Inn Downtown,3.75
Best Western PLUS President Hotel at Times Square,3.365234375
Best Western Plus - North Houston Inn & Suites,3.7857142857142856
Best Western Plus Denver International Airport Inn & Suites,3.909090909090909
Beverly Garland's Holiday Inn,4.096415327564895
Beverly Hills Plaza Hotel,3.6666666666666665
Beverly Inn,2.25
Beverly Laurel Motor Hotel,3.593220338983051
Bevonshire Lodge Motel,2.7058823529411766
Biltmore Hotel,2.8
Biltmore Suites Hotel,2.6129032258064515
Blue Moon Hotel,4.33852140077821
Boston Common Hotel and Conference Center,3.1549295774647885
Boston Harbor Hotel,4.645161290322581
Boston Hotel Buckminster,3.4107142857142856
Boston Marriott Copley Place,4.009554140127388
Boston Marriott Long Wharf,4.084805653710247
Box Tree Inn,3.0
Bradley Motel,1.0
Braeswood Hotel & Convention Center,5.0
Brentwood Inn,2.2
Brickyard Crossing Golf Resort and Inn,3.0
Bridgemont Residence Inn,3.0
Bristol Hotel,4.126272912423625
Britt Scripps Inn,4.6231884057971016
Broadway Hotel and Hostel,3.3810975609756095
Broadway Plaza Hotel,3.977886977886978
Broadway Plaza Motel,1.7
Broadway at Times Square Hotel,4.228966986155484
Brookshire Suites,3.9618441971383147
Brookwood Inn - Charlotte,2.727272727272727
Buckingham Athletic Club,4.126984126984127
Buckingham Hotel,3.6952054794520546
Budget Host Hempstead Inn,1.0
Budget Host Inn,2.08
Budget Host Inn & Suites,1.3333333333333333
Budget Host Inn Fort Worth,1.0
Budget Inn,2.1785714285714284
Budget Inn Capitol,1.0
Budget Inn Charlotte,2.4444444444444446
Budget Inn Hollywood,1.7083333333333333
Budget Inn Motel,1.0
Budget Lodge Downtown Phoenix,4.416666666666667
Budget Lodge Inn & Suites,1.0
Budget Lodge of Austin,1.0
Budget Lodge of Memphis,1.0
Budget Lodge of Phoenix,2.0555555555555554
Budget Suites of America,2.357142857142857
Budget Suites of America San Antonio,2.3529411764705883
Budget Suites of America-Dallas,2.0
Budgetel Inn & Suites,3.1
Buena Vista Motor Inn,3.668903803131991
Bulfinch Hotel Boston,3.6585956416464893
CLIFT San Francisco,3.749780509218613
Cabrillo Inn & Suites Airport,3.5
Cadillac Hotel,3.3980891719745223
California Suites Hotel,3.5025125628140703
Cambria Suites,4.455223880597015
Camelot Inn & Suites,4.0
Cameron Motel,1.25
Camino Real El Paso,3.1025641025641026
Camino Real Motel,2.5
Candlewood Suites,2.8
Candlewood Suites - Austin Arboretum-Northwest,3.1470588235294117
Candlewood Suites - Austin South,3.65
Candlewood Suites - Charlotte University,3.8
Candlewood Suites - Dallas Market Center,4.4495412844036695
Candlewood Suites - Dallas by the Galleria,3.4444444444444446
Candlewood Suites - Fort Worth/Fossil Creek,4.0
Candlewood Suites - Jacksonville,3.838709677419355
Candlewood Suites - San Antonio NW Medical Center,2.8620689655172415
Candlewood Suites DFW South,4.277777777777778
Candlewood Suites Dallas Park Central,4.285714285714286
Candlewood Suites East Merril Road,3.9130434782608696
