Hotel,Average_Rating
Candlewood Suites - Charlotte University,4.111111111111111
Candlewood Suites - Dallas Market Center,4.505154639175258
Candlewood Suites - Dallas by the Galleria,3.7916666666666665
Candlewood Suites - Fort Worth/Fossil Creek,4.4375
Candlewood Suites - Jacksonville,3.8620689655172415
Candlewood Suites - San Antonio NW Medical Center,3.0
Candlewood Suites DFW South,4.24
Candlewood Suites Dallas Park Central,4.571428571428571
Candlewood Suites East Merril Road,3.772727272727273
Candlewood Suites El Paso North,4.769230769230769
Candlewood Suites Houston IAH / Beltway 8,4.090909090909091
Candlewood Suites Houston Medical Center,3.5789473684210527
Candlewood Suites Houston NW - Willowbrook,4.833333333333333
Candlewood Suites Houston West,4.0
Candlewood Suites Houston Westchase,4.153846153846154
Candlewood Suites Houston by the Galleria,3.2941176470588234
Candlewood Suites Houston-At Citycentre-Energy Corridor,3.25
Candlewood Suites Houston/Clear Lake,3.588235294117647
Candlewood Suites I-10 East,4.5
Candlewood Suites Indianapolis,4.375
Candlewood Suites Indianapolis Airport,4.45
Candlewood Suites Indianapolis Dwtn Medical Dist,4.035714285714286
Candlewood Suites Indianapolis East,3.909090909090909
Candlewood Suites Indianapolis Northwest,4.785714285714286
Candlewood Suites Memphis,3.75
Candlewood Suites New York City Times Square,4.291139240506329
Candlewood Suites Phoenix,4.451612903225806
Candlewood Suites Polaris,3.625
Candlewood Suites San Antonio Downtown,4.5
Candlewood Suites San Antonio N - Stone Oak Area,3.903225806451613
Candlewood Suites San Antonio NW Near Seaworld,4.0
Candlewoods Suites Medical Center,5.0
Canterbury Hotel,4.25
Capital Hilton,3.9027576197387517
Capital Inn,3.6666666666666665
Capitol Hill Hotel,4.1302211302211305
Capitol Skyline Hotel,3.643292682926829
Capri Motel,3.108910891089109
Caravelle Inn & Suites,2.1875
Carefree Inn Dallas,2.6666666666666665
Carefree Inn Lackland,2.6346153846153846
Carefree Inn Medical Center,4.374045801526718
Caribbean Cove Hotel & Conference Center,2.925287356321839
Carl Hotel,3.5454545454545454
"Carlton Hotel, Autograph Collection",3.9278728606356967
Carlton Inn Midway,4.780487804878049
Carlyle Suites Hotel,4.56158357771261
Carvi Hotel New York,4.197916666666667
Casablanca Hotel Times Square,4.833333333333333
Cassa Hotel & Residences,4.2709551656920075
Castle Inn,4.338636363636364
Casulo Hotel,3.8275862068965516
Catamaran Resort Hotel,3.9559748427672954
Cavalier's Resort & Conference Center,1.8214285714285714
Cecil Hotel,2.818840579710145
Cedarbrook Lodge,4.767091541135573
Central Inn Motel,1.0
Central Loop Hotel,4.023529411764706
Central Park House,1.4444444444444444
Century Wilshire,2.0833333333333335
Chambers Hotel,4.367021276595745
Champions Lodge,1.0
Chancellor Hotel on Union Square,4.506861443116423
Chandler Inn,4.241666666666666
Channel Inn Hotel,2.79126213592233
Charlesmark Hotel,4.162790697674419
Charlotte Express Inn,2.5833333333333335
Charlotte Inn,3.0
Charlotte Marriott City Center,4.14
Charlotte Marriott Executive Park,4.303571428571429
Charlotte Marriott SouthPark,4.214953271028038
Chase Suite Hotel El Paso,3.5714285714285716
Chateau Hotel,1.0
Chelsea Hotel,3.0737327188940093
Chelsea Inn - 11th Avenue,2.0
Chelsea Inn - 17th Street,3.4311926605504586
Chelsea Lodge,3.9216867469879517
Chelsea Motor Inn,4.034682080924855
Chelsea Pines Inn,4.7910112359550565
Chelsea Savoy Hotel,3.431472081218274
Chelsea Star Hotel,3.547703180212014
Chestnut Hill Hotel,4.097744360902255
Chicago Athletic Association,1.0
Chicago Marriott O'Hare,4.444444444444445
Chicago Marriott at Medical District/UIC,4.217391304347826
Chicago South Loop Hotel,4.070063694267516
Chicago's Essex Inn,3.845419847328244
Chinatown Hotel,2.793103448275862
Chocolat Hostel,2.120218579234973
Churchill Hotel San Diego,1.0
City Center Hotel,2.380952380952381
City Center Inn,2.0833333333333335
City Club Hotel,4.080459770114943
City Suites Hotel,4.4071428571428575
Civic Center Inn,2.019230769230769
Civic Center Motor Inn,3.7464788732394365
Clarion Hotel,2.772727272727273
Clarion Hotel & Conference Center,3.1372549019607843
Clarion Hotel & Suites Conference Center,2.3703703703703702
Clarion Hotel Airport,3.7916666666666665
Clarion Hotel Midway Airport,3.2295081967213113
Clarion Hotel Park Avenue,3.2789115646258504
Clarion Hotel Phoenix Tech Center,3.6153846153846154
Clarion Hotel Seattle Airport,3.5090909090909093
Clarion Inn,3.9906542056074765
Clarion Inn & Suites Northwest,3.4285714285714284
Clarion Inn Silicon Valley,3.5384615384615383
Cliff Inn,1.8571428571428572
Club Quarters,3.6293494704992435
Club Quarters Boston,3.8291666666666666
Club Quarters Chicago - Central Loop,3.993449781659389
